strategy,vehicle_id,stop_seq,location_type,location_id,address,arrival_min,arrival_time,package_count,time_slot_code,time_slot_ok
A,26,4,destination,5687638c-bb47-412d-ac4d-321fe1613d8f,神奈川県横浜市瀬谷区橋戸二丁目3,306,13:06,4,3.0,True
A,26,5,destination,90c3b3b3-3a93-4975-b2d3-82f5b49e210d,神奈川県大和市上和田1,310,13:10,2,2.0,True
A,26,6,destination,521b3f69-1ac8-4d0e-a386-04d949dd64db,神奈川県大和市福田一丁目1,312,13:12,3,3.0,True
A,26,7,destination,2148bb02-7c5f-4156-8f26-09f30c732d27,神奈川県大和市福田1,313,13:13,3,2.0,True
A,26,8,destination,3dea8000-8fe5-4888-87e3-09ce3b2dc2e8,神奈川県大和市福田7,315,13:15,5,2.0,True
A,26,9,destination,004a5cb7-993c-4855-a080-54b812bbefdb,神奈川県大和市代官218,317,13:17,4,3.0,True
A,26,10,destination,2b7d8d22-9191-43ca-92d7-94ffff3243c9,神奈川県大和市代官二丁目4,318,13:18,5,2.0,True
A,26,11,destination,7cfa1d92-b1ea-4a39-8303-58ad62b8fed6,神奈川県大和市渋谷三丁目1,320,13:20,1,2.0,True
A,26,12,destination,a6b6d3f9-4f6a-4931-a53a-ebd3668b06a9,神奈川県大和市渋谷五丁目,322,13:22,2,2.0,True
A,26,13,destination,d7c9ee72-3f6e-4dfb-b9f3-3e3687ed3e6b,神奈川県大和市渋谷八丁目1,324,13:24,5,2.0,True
A,26,14,destination,4ec5dcb6-b9c7-4260-8067-aed3d4673261,神奈川県横浜市旭区柏町10,340,13:40,2,3.0,True
A,26,15,depot,DEPOT_002,depot,381,14:21,0,,
A,27,0,depot,DEPOT_002,depot,0,08:00,0,,
A,27,1,destination,d7c580ef-f112-4f08-9e64-1e0934890a8a,神奈川県横浜市旭区今宿西町6,40,08:40,5,1.0,True
A,27,2,destination,252e6e92-fb98-40de-88a4-d19de8002483,神奈川県横浜市瀬谷区相沢二丁目1,49,08:49,3,3.0,True
A,27,3,destination,9724e7af-80de-4829-a221-854526a7ca43,神奈川県横浜市瀬谷区中央6,51,08:51,2,3.0,True
A,27,4,destination,d775b259-54bc-4a8f-a183-b50bb52518c8,神奈川県大和市大和東11,56,08:56,4,1.0,True
A,27,5,destination,e7fa5f85-e43c-4e5e-aa50-3caab1bfd086,神奈川県大和市大和南一丁目3,57,08:57,4,1.0,True
A,27,6,destination,8f250989-7068-4e31-992b-5a2501dd4b6d,神奈川県大和市大和南一丁目1,58,08:58,5,3.0,True
A,27,7,destination,32258763-cf9a-4e8b-9318-53a99f14d604,神奈川県大和市中央一丁目26,59,08:59,5,3.0,True
A,27,8,destination,9bf7a85e-22c1-488c-b0fc-c8e28160c3c8,神奈川県大和市中央六丁目1,60,09:00,5,1.0,True
A,27,9,destination,673f355d-7734-493d-80ce-1f1ddd821a68,神奈川県大和市中央六丁目2,300,13:00,3,2.0,True
A,27,10,destination,f863feac-7dca-4f58-ae81-156734f2eed0,神奈川県大和市柳橋一丁目1,302,13:02,8,3.0,True
A,27,11,destination,0ecf3334-a4c3-4b23-aee4-1cdc6cd5092c,神奈川県横浜市瀬谷区三ツ境5,310,13:10,3,2.0,True
A,27,12,destination,e07a01a7-f799-4f55-8a8f-fc4715d496ca,神奈川県横浜市瀬谷区三ツ境2,311,13:11,3,3.0,True
A,27,13,depot,DEPOT_002,depot,356,13:56,0,,
A,28,0,depot,DEPOT_002,depot,0,08:00,0,,
A,28,1,destination,227f9c05-3c3b-4b02-9585-a8cbfc4b4bd6,神奈川県横浜市緑区寺山町,35,08:35,1,1.0,True
A,28,2,destination,ce98c2a7-2e8d-4490-8565-d0c2b1767439,神奈川県横浜市瀬谷区中央15,300,13:00,5,2.0,True
A,28,3,destination,bbc6c680-a4df-4367-9ea2-4dd49a591e21,神奈川県大和市深見1,304,13:04,3,2.0,True
A,28,4,destination,fffcc23a-44f4-404a-8a0c-903223e97897,神奈川県大和市深見東三丁目6,307,13:07,5,3.0,True
A,28,5,destination,2ca7e27d-db60-4217-a692-0d86fb7657b0,神奈川県大和市深見西六丁目2,308,13:08,3,3.0,True
A,28,6,destination,c1824003-c26b-42bb-806b-eedac19c34a2,神奈川県大和市上草柳五丁目6,310,13:10,2,3.0,True
A,28,7,destination,32b122a2-e231-4172-8891-6c0054b05bd7,神奈川県大和市上草柳七丁目,311,13:11,3,2.0,True
A,28,8,destination,0897fc39-eec4-47e4-8f44-2345e27f2b8e,神奈川県大和市上草柳八丁目18,313,13:13,3,2.0,True
A,28,9,destination,579ae487-e480-4f8f-82b9-5e6edbe0323c,神奈川県大和市西鶴間二丁目10,315,13:15,2,2.0,True
A,28,10,destination,4fd06b4a-9793-40b1-839a-ff656465c714,神奈川県大和市南林間四丁目1,317,13:17,5,2.0,True
A,28,11,destination,893454ee-0ded-4f26-9508-69ea88c263db,神奈川県大和市南林間一丁目14,318,13:18,6,3.0,True
A,28,12,destination,581ecf6a-090a-4318-8c99-00a771016ac0,神奈川県大和市南林間一丁目11,319,13:19,2,2.0,True
A,28,13,destination,c68e91b7-45e3-44c5-80f6-38d6f3af1f26,神奈川県大和市南林間二丁目3,320,13:20,5,3.0,True
A,28,14,destination,a248169f-8c9c-4020-9ca0-5d1b920e7533,神奈川県大和市林間二丁目1,321,13:21,1,3.0,True
A,28,15,destination,2f06554b-c1fd-4beb-872b-9bdb0b2c4a67,神奈川県大和市鶴間二丁目24,323,13:23,2,3.0,True
A,28,16,destination,ae2ca464-79e3-4143-b0fe-9131d18ac8b6,神奈川県横浜市旭区上川井町1,335,13:35,2,2.0,True
A,28,17,depot,DEPOT_002,depot,378,14:18,0,,
A,29,0,depot,DEPOT_002,depot,0,08:00,0,,
A,29,1,destination,693fbf46-66ab-42eb-abe5-32d7623ee8fe,神奈川県横浜市保土ケ谷区星川一丁目1,28,08:28,3,1.0,True
A,29,2,destination,055d4184-a5e9-4b20-beb2-42f15eea04da,神奈川県横浜市保土ケ谷区星川二丁目1,29,08:29,2,1.0,True
A,29,3,destination,e2c5c655-593d-4dfd-b368-10cbb6b16aff,神奈川県横浜市保土ケ谷区狩場町3,35,08:35,5,3.0,True
A,29,4,destination,2c7611e6-1d23-493b-99f5-659ae6445201,神奈川県横浜市保土ケ谷区権太坂三丁目43,38,08:38,2,3.0,True
A,29,5,destination,c43b98a3-088f-4edd-af61-67bbbd8f6a1b,神奈川県横浜市戸塚区平戸二丁目35,39,08:39,4,1.0,True
A,29,6,destination,c77a37de-6290-4874-b5be-8dcbfc56fa05,下永谷二丁目28-9,300,13:00,1,2.0,True
A,29,7,destination,3e0852a7-eb11-4d5e-ba67-f45e0e6bfdd7,下永谷四丁目2-9,302,13:02,4,3.0,True
A,29,8,destination,d07e34f9-d71d-4014-9fb4-cbc6b6798ad9,神奈川県横浜市戸塚区戸塚町15,312,13:12,4,3.0,True
A,29,9,destination,eafc9c52-a0d4-4c80-8db3-79b19733ffbd,横浜市戸塚区戸塚町,312,13:12,10,3.0,True
A,29,10,destination,d71e63da-65a4-477b-a74f-e3cfa2d31d4e,神奈川県鎌倉市大船一丁目16,325,13:25,1,2.0,True
A,29,11,destination,4a6da3e2-612a-4d48-a4c2-8360c35b89c4,神奈川県鎌倉市大船二丁目31,326,13:26,2,2.0,True
A,29,12,destination,ef016ef4-a636-47b3-a360-adff469dd173,神奈川県横浜市栄区野七里一丁目18,339,13:39,4,2.0,True
A,29,13,destination,2d600b24-7e78-4cd6-9daf-e1e48e1b9242,神奈川県横浜市港南区港南台三丁目2,347,13:47,4,2.0,True
A,29,14,destination,08102c05-5e4d-4b40-b4b5-dc5cc0c4080a,神奈川県横浜市港南区港南台二丁目,349,13:49,4,3.0,True
A,29,15,depot,DEPOT_002,depot,394,14:34,0,,
A,30,0,depot,DEPOT_002,depot,0,08:00,0,,
A,30,1,destination,a74c661a-b10a-44f4-a53a-f8ab6e83cb16,神奈川県横浜市泉区緑園117,45,08:45,2,1.0,True
A,30,2,destination,ac139d92-ff4e-4abf-b52c-57d8f0acf9a7,神奈川県横浜市泉区緑園417,45,08:45,2,1.0,True
A,30,3,destination,b5351666-0278-45d6-93e4-12ceff6c09a7,神奈川県横浜市泉区緑園11,45,08:45,1,1.0,True
A,30,4,destination,c7d79c3a-f7dc-4d48-88fd-cee1c92214df,神奈川県横浜市泉区新橋町1,48,08:48,3,1.0,True
A,30,5,destination,a72d5fd0-7081-4bed-b4eb-3351c30d1d47,神奈川県横浜市泉区弥生台6,52,08:52,3,1.0,True
A,30,6,destination,3f50a1b9-3e9b-4225-9620-6c6e90711be4,神奈川県横浜市泉区弥生台10,53,08:53,3,1.0,True
A,30,7,destination,f9de65c6-ba17-4cd1-93d1-7db9674864f8,神奈川県横浜市泉区和泉中央南一丁目10,58,08:58,1,1.0,True
A,30,8,destination,9fa9dc25-ff7d-4f32-9061-418ddf868a4d,神奈川県横浜市泉区中田南三丁目13,61,09:01,3,1.0,True
A,30,9,destination,1b4765b4-68ce-4568-8f75-816c9783a5e9,横浜市戸塚区汲沢,65,09:05,3,1.0,True
A,30,10,destination,3657bbe5-cda9-4e29-9bfc-a76b86830126,神奈川県横浜市戸塚区汲沢一丁目46,65,09:05,2,1.0,True
A,30,11,destination,2991a0d6-60d3-4782-9305-7f3d66ba2a1b,横浜市戸塚区戸塚町1,68,09:08,26,3.0,True
A,30,12,destination,77dfee9f-d390-416c-b1a9-ef50ec359ff9,神奈川県横浜市戸塚区名瀬町1,75,09:15,1,1.0,True
A,30,13,depot,DEPOT_002,depot,119,09:59,0,,
A,31,0,depot,DEPOT_002,depot,0,08:00,0,,
A,31,1,destination,2d14a6e5-7fba-4cc9-a959-45b9fae76a2e,神奈川県横浜市神奈川区栄町4,300,13:00,1,2.0,True
A,31,2,destination,03ce6a2a-f37d-40af-b277-3e446782b690,横浜市戸塚区戸塚町12,327,13:27,2,3.0,True
A,31,3,destination,afb485e1-835f-4129-b056-45fb7da923a5,神奈川県横浜市戸塚区汲沢二丁目7,333,13:33,3,2.0,True
A,31,4,destination,8a1adade-ffee-4724-b171-609d04cd70c4,神奈川県横浜市泉区中田西一丁目30,338,13:38,5,2.0,True
A,31,5,destination,75e821df-9841-4d5c-a338-c2b4f3e87ba4,神奈川県横浜市泉区和泉町1,343,13:43,8,3.0,True
A,31,6,destination,73da0a2b-e128-47c0-8d15-56a76fa58765,神奈川県横浜市泉区和泉町,343,13:43,1,2.0,True
A,31,7,destination,b282d699-7122-4f51-8a4d-6879d477a99e,神奈川県横浜市泉区弥生台2,347,13:47,5,2.0,True
A,31,8,destination,d3fec033-b75a-44c4-a7d6-5757049825de,神奈川県横浜市泉区弥生台1,348,13:48,10,3.0,True
A,31,9,destination,3b243eb0-4647-46e1-a681-9a670f4d6fef,神奈川県横浜市泉区西が岡11,350,13:50,5,3.0,True
A,31,10,destination,68509a32-47db-48f9-bda9-99d871c74e8a,神奈川県横浜市泉区新橋町3,353,13:53,4,3.0,True
A,31,11,destination,68615648-fde4-4c05-ad41-f702144d4335,神奈川県横浜市泉区緑園38,356,13:56,1,3.0,True
A,31,12,destination,15b0e15d-29cb-437f-80f5-938d8250f3ba,神奈川県横浜市泉区緑園616,356,13:56,2,2.0,True
A,31,13,destination,72a1a4e5-5f52-48b4-a00e-e2d9a0d7c393,神奈川県横浜市泉区緑園四丁目2,358,13:58,3,3.0,True
A,31,14,depot,DEPOT_002,depot,403,14:43,0,,
A,32,0,depot,DEPOT_002,depot,0,08:00,0,,
A,32,1,destination,746ed2e2-5692-407b-8392-56b5c5f30eb5,神奈川県横浜市旭区二俣川二丁目,40,08:40,1,1.0,True
A,32,2,destination,099b5d3b-5c33-451b-83db-3ed12173a9b9,神奈川県大和市下和田2,55,08:55,3,3.0,True
A,32,3,destination,e5d67419-1d1e-43b2-a7ed-91099ea5e258,神奈川県大和市下和田1,57,08:57,1,3.0,True
A,32,4,destination,8ae8d48f-998d-47d6-b077-fc7b11dc600d,神奈川県大和市下和田,57,08:57,2,1.0,True
A,32,5,destination,14ee9f91-2b3c-4299-a6a9-b1da93c69d18,神奈川県藤沢市長後,61,09:01,13,3.0,True
A,32,6,destination,5b0fa86b-ea81-41d4-80ed-12bf6b8804c1,神奈川県大和市福田12,300,13:00,3,2.0,True
A,32,7,destination,1bb10319-59af-48ea-befe-7d7558df6e2e,神奈川県綾瀬市深谷南三丁目8,304,13:04,2,2.0,True
A,32,8,destination,94b792f9-8e03-4d1f-852d-b8f0165e66c9,神奈川県綾瀬市吉岡東4丁目60,308,13:08,3,3.0,True
A,32,9,destination,12c92b12-693c-4703-9935-0b87f3e26600,神奈川県藤沢市葛原3,310,13:10,3,2.0,True
A,32,10,destination,835a02c9-1a52-415f-bbd6-66acfaefa706,神奈川県海老名市杉久保南2丁目5,317,13:17,2,3.0,True
A,32,11,destination,22b9f842-eaef-4743-be86-721ee391ba28,神奈川県海老名市大谷南五丁目1,319,13:19,5,3.0,True
A,32,12,destination,5255b2ea-09e5-4b57-abf8-8eb8dd4178ef,神奈川県海老名市国分寺台5丁目7,322,13:22,4,3.0,True
A,32,13,destination,3ee2ee7d-b5df-4c07-b762-43dd7846133b,神奈川県大和市柳橋二丁目5,337,13:37,5,2.0,True
A,32,14,destination,bc312925-1762-4c57-9770-232af2de074a,神奈川県横浜市瀬谷区瀬谷4丁目1,343,13:43,3,2.0,True
A,32,15,depot,DEPOT_002,depot,392,14:32,0,,
A,33,0,depot,DEPOT_002,depot,0,08:00,0,,
A,33,1,destination,602e583e-265f-4ae7-a7b9-10fca0dae5d0,神奈川県横浜市中区本牧元町3,32,08:32,5,1.0,True
A,33,2,destination,9f91543b-695d-44d1-987b-83485120ed82,神奈川県横浜市磯子区丸山二丁目13,42,08:42,1,1.0,True
A,33,3,destination,fcee42af-8935-4dcf-bee0-6dbe7efdebff,神奈川県横浜市磯子区岡村521,45,08:45,3,1.0,True
A,33,4,destination,b8981af2-3bb4-4815-b0c5-2e6da11b7fbb,神奈川県横浜市磯子区磯子二丁目12,48,08:48,5,1.0,True
A,33,5,destination,23a0e1d9-8bb9-4846-b5e5-7b0ca1dc04d9,神奈川県横浜市磯子区森21,52,08:52,4,1.0,True
A,33,6,destination,1a330b86-9351-4767-bf4c-95e3452a5d44,神奈川県横浜市磯子区森一丁目,52,08:52,5,1.0,True
A,33,7,destination,680dcae1-3623-4ab4-9e33-9e1efcd6fecf,神奈川県横浜市磯子区中原二丁目1,55,08:55,4,1.0,True
A,33,8,destination,720d77c6-c1be-4229-bf51-d51686c77a2d,神奈川県横浜市港南区笹下一丁目15,62,09:02,1,1.0,True
A,33,9,destination,443cda93-391f-476d-b37e-e5d8a54d7c97,神奈川県横浜市港南区丸山台三丁目1,70,09:10,3,1.0,True
A,33,10,destination,1c38834d-354f-484d-a349-46739b08a996,下永谷二丁目28-17,74,09:14,5,1.0,True
A,33,11,destination,53c88452-5a9c-4315-9b69-62af0462e569,神奈川県横浜市戸塚区柏尾町,79,09:19,2,1.0,True
A,33,12,destination,e7651733-f068-49d8-a168-016548cec6cc,神奈川県横浜市戸塚区上矢部町,300,13:00,5,2.0,True
A,33,13,destination,152cbd55-64f7-4b54-8312-e9d477008505,神奈川県横浜市戸塚区川上町1,306,13:06,1,2.0,True
A,33,14,destination,4a2afb42-7707-4edd-922b-27073d150b24,神奈川県横浜市戸塚区品濃町8,311,13:11,3,3.0,True
A,33,15,destination,6011fad5-c347-400a-b5ce-26151dcdf609,神奈川県横浜市西区平沼一丁目19,325,13:25,3,3.0,True
A,33,16,depot,DEPOT_002,depot,349,13:49,0,,
A,34,0,depot,DEPOT_002,depot,0,08:00,0,,
A,34,1,destination,1efacd60-12d5-484c-b7e6-87859e2843b4,神奈川県川崎市多摩区宿河原三丁目4,32,08:32,4,1.0,True
A,34,2,destination,81206de9-f561-45fc-95bb-650f38e5d562,神奈川県川崎市多摩区枡形六丁目7,37,08:37,1,3.0,True
A,34,3,destination,216527a7-b87c-411c-b4cc-17c63aec1664,神奈川県川崎市多摩区南生田59,44,08:44,2,1.0,True
A,34,4,destination,16f3ca8c-8187-4102-b036-1ac2df1ce226,神奈川県川崎市麻生区百合丘三丁目19,50,08:50,3,1.0,True
A,34,5,destination,b74b5e27-26bc-4e15-b5ae-4351bcf053d0,神奈川県川崎市麻生区百合丘一丁目28,52,08:52,5,1.0,True
A,34,6,destination,04406038-78b7-42c5-824b-0982429c77fd,神奈川県川崎市麻生区千代ヶ丘95,55,08:55,4,1.0,True
A,34,7,destination,0ae06e86-5bb7-4b5e-adc4-774adccab6c5,神奈川県川崎市麻生区はるひ野四丁目1,67,09:07,4,1.0,True
A,34,8,destination,430cbe90-adfa-432d-b697-581e7fff0b65,神奈川県川崎市麻生区片平二丁目10,77,09:17,5,1.0,True
A,34,9,destination,c0c1a957-2fbe-4960-8a9b-3fae63be4e59,神奈川県川崎市麻生区上麻生5丁目18号,80,09:20,4,1.0,True
A,34,10,destination,5675ba2e-18e3-43be-9887-049c913f58b8,神奈川県横浜市瀬谷区竹村町一丁目8,109,09:49,5,1.0,True
A,34,11,destination,a7318f19-c910-40eb-9990-41d746f647f3,神奈川県横浜市瀬谷区中屋敷一丁目1,300,13:00,5,2.0,True
A,34,12,destination,7b86a01b-17f9-46d9-80eb-f84daae4edd2,神奈川県横浜市瀬谷区本郷四丁目1,302,13:02,3,3.0,True
A,34,13,destination,258a23c6-f2aa-4b20-bdda-a69b46397497,神奈川県横浜市瀬谷区中央35,303,13:03,5,3.0,True
A,34,14,depot,DEPOT_002,depot,353,13:53,0,,
A,35,0,depot,DEPOT_002,depot,0,08:00,0,,
A,35,1,destination,f9bc1243-ddcc-4654-b2d3-b1947087c17a,神奈川県横浜市港北区新吉田町1,21,08:21,1,3.0,True
A,35,2,destination,d17d48b9-16b8-435e-87a0-d9d624e1d737,神奈川県横浜市都筑区茅ケ崎東四丁目22,29,08:29,3,3.0,True
A,35,3,destination,b8989f79-f102-407f-94e6-d7be2de0b3d7,神奈川県横浜市都筑区中川中央一丁目1,31,08:31,1,1.0,True
A,35,4,destination,6c906649-e473-48c1-806e-939f68d4d816,神奈川県横浜市緑区北八朔町,43,08:43,5,3.0,True
A,35,5,destination,ef6c6ca3-5713-45e4-bb16-1728a9d07ba7,神奈川県横浜市緑区十日市場町8,48,08:48,3,1.0,True
A,35,6,destination,602b44dd-96bc-4438-8bcb-5226eeb5e9c8,神奈川県横浜市緑区長津田七丁目1号,54,08:54,3,1.0,True
A,35,7,destination,131164c9-309e-42c8-b5c6-be78eb777067,神奈川県横浜市青葉区奈良三丁目6,300,13:00,3,2.0,True
A,35,8,destination,f20ac250-61ef-4b8d-afa5-a82c478eb955,神奈川県横浜市青葉区奈良町1,303,13:03,1,2.0,True
A,35,9,destination,6d984f88-ff12-4f5c-859b-cb54192174e6,神奈川県横浜市青葉区奈良町,303,13:03,3,3.0,True
A,35,10,destination,1d515657-802f-4f10-9842-ac64ea62433e,神奈川県横浜市青葉区奈良町71,303,13:03,4,2.0,True
A,35,11,destination,515f6f02-6554-4bc0-b201-7b894ff6248a,神奈川県横浜市青葉区奈良一丁目1,305,13:05,4,2.0,True
A,35,12,destination,43401868-c8bf-4a2e-a317-5c3a653f5f1e,神奈川県横浜市青葉区榎が丘２７番,312,13:12,4,3.0,True
A,35,13,destination,d6af5940-80e8-42f9-8366-bbffac1a1c30,神奈川県横浜市青葉区青葉台二丁目1,313,13:13,2,3.0,True
A,35,14,destination,6d70aa07-d8ef-494e-82a4-2dcdd5598113,神奈川県横浜市青葉区市ケ尾町48,318,13:18,4,2.0,True
A,35,15,destination,5abc46ca-9320-41e4-a575-9bb1b65c98c0,神奈川県川崎市麻生区上麻生五丁目30,330,13:30,5,2.0,True
A,35,16,destination,957358c5-e874-4f1d-bbe8-83415657fde3,神奈川県川崎市麻生区王禅寺西三丁目8,334,13:34,1,3.0,True
A,35,17,destination,7d5d7b1f-302a-4e7e-b785-d91ddcf1b150,神奈川県川崎市高津区下作延六丁目1,353,13:53,3,3.0,True
A,35,18,depot,DEPOT_002,depot,379,14:19,0,,
A,36,0,depot,DEPOT_002,depot,0,08:00,0,,
A,36,1,destination,98041065-c944-4bc2-ae63-cb4aec1d3574,神奈川県横浜市西区みなとみらい3丁目1,23,08:23,1,1.0,True
A,36,2,destination,1424ea3c-15e1-4f5f-a03f-fd1f7f71e78b,神奈川県横浜市南区大岡三丁目25,35,08:35,3,1.0,True
A,36,3,destination,b5105f64-c6d6-4eaf-9bb8-2af0559d87c0,神奈川県横須賀市浦郷町四丁目11,64,09:04,1,3.0,True
A,36,4,destination,f65ab018-8ccd-4851-a728-389ff92f64b0,鴨居一丁目14,93,09:33,3,1.0,True
A,36,5,destination,beb954c8-8b24-4b28-b495-0baefada11dd,神奈川県横須賀市根岸町五丁目18,104,09:44,4,3.0,True
A,36,6,destination,35f01256-24ec-403a-8bb1-746f154b53aa,神奈川県横須賀市佐原三丁目3,108,09:48,3,1.0,True
A,36,7,destination,e20ec24a-9052-452a-984c-36658ce27feb,神奈川県横須賀市久里浜一丁目8,113,09:53,2,1.0,True
A,36,8,destination,2fd4edcd-2c5f-4445-b7e5-ac61fd1bacf4,神奈川県横須賀市久里浜八丁目4,300,13:00,2,2.0,True
A,36,9,destination,2e51dfe2-f84e-4d85-991f-b56f0e028a65,神奈川県横須賀市グリーンハイツ8,312,13:12,4,3.0,True
A,36,10,destination,f5f2b391-c94a-42c4-936b-1e117f72d523,神奈川県横須賀市須軽谷1,319,13:19,2,3.0,True
A,36,11,destination,3900c218-7085-446a-a3f1-56cc5cf44f63,神奈川県横須賀市長坂一丁目2,325,13:25,1,3.0,True
A,36,12,destination,6b8130f5-3a7c-437b-86da-b1869663d18a,神奈川県横須賀市西逸見町一丁目11,344,13:44,4,3.0,True
A,36,13,destination,22ef0f20-1447-4542-969c-7da012db8852,神奈川県横須賀市船越町一丁目5,351,13:51,5,2.0,True
A,36,14,destination,e53edac9-45d8-4e1c-a2ac-e059171f2af5,神奈川県鎌倉市大町三丁目14,368,14:08,1,2.0,True
A,36,15,destination,35c00c38-5476-423b-ab30-e0bec7d4366e,神奈川県鎌倉市小町一丁目16,371,14:11,2,2.0,True
A,36,16,destination,b91c985b-f393-4b63-94f1-be933f07e98a,神奈川県鎌倉市小町一丁目15,372,14:12,5,3.0,True
A,36,17,destination,92a52175-929a-4de9-b55a-fb64223e8a23,神奈川県鎌倉市御成町5,373,14:13,1,2.0,True
A,36,18,destination,c30a9f84-ea8e-498b-b4c1-9700e6a30bfb,神奈川県鎌倉市御成町28,374,14:14,3,3.0,True
A,36,19,destination,3d9b85cf-870c-4ccf-8863-be78bf9c3743,神奈川県鎌倉市御成町35,374,14:14,3,3.0,True
A,36,20,depot,DEPOT_002,depot,438,15:18,0,,
A,37,0,depot,DEPOT_002,depot,0,08:00,0,,
A,37,1,destination,8c534e46-a1f3-40cb-819a-1ce952a9e628,神奈川県川崎市高津区溝口一丁目1,25,08:25,2,1.0,True
A,37,2,destination,1926e660-4766-4de9-8188-4659ba42f37b,神奈川県川崎市多摩区中野島一丁目1,40,08:40,3,1.0,True
A,37,3,destination,181da25b-d763-4e65-bf3a-197cbffa57dd,神奈川県川崎市多摩区中野島三丁目20,300,13:00,3,2.0,True
A,37,4,destination,436aeaea-9559-42e5-8d1b-87dfd84bd4cc,神奈川県川崎市多摩区中野島三丁目10,301,13:01,4,3.0,True
A,37,5,destination,b3b7b565-377e-4818-b878-35094dfca4f8,神奈川県川崎市多摩区中野島六丁目3,303,13:03,5,2.0,True
A,37,6,destination,fea88024-de9c-4e8e-8a09-27a474a84b4c,神奈川県川崎市多摩区中野島六丁目40,305,13:05,4,2.0,True
A,37,7,destination,d535632c-2a38-4b39-b7a7-366eec96f935,神奈川県川崎市多摩区菅稲田堤1-17-15,310,13:10,4,3.0,True
A,37,8,destination,e98b8359-9c15-4146-958f-7fe8fd1b8dff,神奈川県川崎市多摩区菅3-1-1,312,13:12,1,2.0,True
A,37,9,destination,ae26169a-0199-4842-a778-19e5612d1f9d,神奈川県川崎市多摩区西生田一丁目5,318,13:18,5,3.0,True
A,37,10,destination,a900afdf-891d-4e74-8b70-18fcab07683e,神奈川県川崎市麻生区高石三丁目15,321,13:21,3,3.0,True
A,37,11,destination,686c458e-0fa4-465e-95d4-aad34c0056bd,細山三丁目1,323,13:23,2,3.0,True
A,37,12,destination,f8034f45-a37c-4bcc-b1b5-b2bac4147ff7,神奈川県川崎市麻生区上麻生一丁目1,328,13:28,4,3.0,True
A,37,13,destination,88c01404-f68e-468f-86d9-662e82da22f2,神奈川県川崎市麻生区上麻生,329,13:29,3,2.0,True
A,37,14,destination,d9b65d25-8523-4606-9849-9f3d7b309b9e,神奈川県川崎市麻生区万福寺,331,13:31,4,3.0,True
A,37,15,destination,88429eb2-338f-4c8d-b0cf-bf88ce806ade,神奈川県川崎市麻生区上麻生五丁目1,334,13:34,3,3.0,True
A,37,16,depot,DEPOT_002,depot,379,14:19,0,,
A,38,0,depot,DEPOT_002,depot,0,08:00,0,,
A,38,1,destination,c09d6ccb-89f3-4d4e-a471-37bafb1d37d3,神奈川県横浜市戸塚区戸塚町,49,08:49,4,1.0,True
A,38,2,destination,ff77f54a-7afa-4c77-b968-a2689492bf93,神奈川県横浜市戸塚区戸塚町1,49,08:49,4,1.0,True
A,38,3,destination,72c416f9-a150-48ec-aa1a-274397a10111,神奈川県横浜市戸塚区汲沢4-32-17,53,08:53,4,1.0,True
A,38,4,destination,6fd6fc34-84a5-40ef-be88-45c2debdba5e,神奈川県横浜市戸塚区深谷町2,56,08:56,2,1.0,True
A,38,5,destination,cca1dd0f-fd0d-4de7-afb4-1d63cf789d3a,神奈川県横浜市泉区和泉町2,62,09:02,2,3.0,True
A,38,6,destination,c869e7a2-487a-49c8-a6b9-bb32b51fd6d1,神奈川県横浜市泉区和泉町8,300,13:00,2,2.0,True
A,38,7,destination,ed730925-dc83-4061-98ca-abb20dee8437,神奈川県横浜市泉区和泉町9,300,13:00,2,1.0,True
A,38,8,destination,35f24356-6a01-4f4a-8e3f-451548fedd06,神奈川県藤沢市湘南台2丁目4,305,13:05,3,2.0,True
A,38,9,destination,3cdc4a08-01a8-49e6-97d0-aa8b2e1527ec,神奈川県藤沢市下土棚1,309,13:09,8,3.0,True
A,38,10,destination,31b70385-4913-422c-9587-c7ffc15f1425,神奈川県藤沢市下土棚,309,13:09,8,3.0,True
A,38,11,destination,65757456-32c5-4726-ab2f-4891b6dc88b5,神奈川県綾瀬市上土棚南5丁目54,312,13:12,2,2.0,True
A,38,12,destination,1a91391d-50fd-478d-961d-12eaad2e8068,神奈川県綾瀬市上土棚中1丁目39,315,13:15,4,2.0,True
A,38,13,destination,bfe70215-cf2e-4152-9948-19488827cc58,神奈川県綾瀬市上土棚中一丁目7,316,13:16,3,3.0,True
A,38,14,destination,981abf98-3a8a-4e11-a048-56f4c23eb93b,神奈川県横浜市泉区和泉町14,327,13:27,1,2.0,True
A,38,15,destination,34b70f8b-47e3-4e46-af13-9d00c2ca9ae9,神奈川県横浜市旭区南本宿町1,341,13:41,1,2.0,True
A,38,16,depot,DEPOT_002,depot,378,14:18,0,,
A,39,0,depot,DEPOT_002,depot,0,08:00,0,,
A,39,1,destination,6e1e783f-78e0-4edd-852b-e09b86a9cd52,神奈川県横浜市南区大岡二丁目2,0,08:00,3,3.0,True
A,39,2,destination,c362d9d2-5137-4f49-a6b9-d1beaadfa7f7,神奈川県横浜市港南区上永谷二丁目,9,08:09,2,3.0,True
A,39,3,destination,c83b8386-51b0-42a4-90ad-fc80fab8b0bb,神奈川県横浜市港南区丸山台一丁目1,12,08:12,6,3.0,True
A,39,4,destination,3e642b1c-b36c-440c-9729-fa5e2fc034e9,神奈川県横浜市戸塚区舞岡町,300,13:00,5,2.0,True
